Text,True,pred
如图 表示 果蝇 细胞 数字 示 染色体 字母 示 基因 下列 叙述 正确 形成 配子 时 基因 间 自由组合 染色体 组成 来看 果蝇 只能 形成 一种 配子 基因 控制 性状 雌雄 个体 中 出现 概率 相等 只 考虑 两对 染色体 时该 个体 形成 四种 配子,生物 生物科学与社会 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较 避孕的原理和方法,人工授精、试管婴儿等生殖技术 生物 生物性污染 生物科学与社会 遗传的分子基础 遗传的细胞基础 避孕的原理和方法
东经 东经 地方 区时 早 地方 时早 地方 时晚 一定 先 看到 日出,地理 宇宙中的地球 地球运动的地理意义,地球运动的地理意义 地理 宇宙中的地球
下图 中 虚线 箭头 表示 水平 运动 物体 原始 运动 方向 实线 箭头 表示 受地 转 偏向 力 影响 后 实际 运动 方向 图中 所示 四种 情况 正确,地理 宇宙中的地球 地球运动的地理意义,地球运动的地理意义 地理 宇宙中的地球
不 包含 地球 天体 系统 河外星系 银河系 太阳系 地月系,地理 宇宙中的地球 地球所处的宇宙环境,地球所处的宇宙环境 地理 宇宙中的地球
下列 动物 克隆 胚胎 工程 叙述 正确 克隆 蛙经 核移植 胚胎 移植 形成 胚胎 移植 缩短 供体 本身 繁殖 周期 早期 胚胎 必须 移植 供体 性状 相同 代孕 母羊 子宫 内 输卵管 中冲取 卵母细胞 直接 采集 精子 进行 体外受精,生物 生物技术实践 器官移植 培养基与无菌技术 生物技术在其他方面的应用 胚胎移植,生物 生物技术在其他方面的应用
家庭 道德 公民道德 不 具有 阶级性 时代性 人类 产生 产生 调整 家庭 关系 道德,政治 公民道德与伦理常识,政治
生物 技术 迅速 发展 已 灭绝 生物 复活 不再 神话 世界 上 最后 一只 野驴 刚刚 死亡 下列 复活 野驴 方法 中 最 可行 野驴 体细胞 取出 利用 组织培养 技术 经脱 分化 再 分化 培育 成新 个体 取出 野驴 体细胞 两 两 融合 再 组织培养 培育 成新 个体 取出 野驴 体细胞 核移植 到家 驴 去核 卵母细胞 中 孕育 培养 成新 个体 野驴 基因 导入 家 驴 受精卵 中 培育 成新 个体,生物 现代生物技术专题 培养基与无菌技术 生物技术在其他方面的应用,培养基与无菌技术 生物 生物技术在其他方面的应用
下列 天体 系统 中 最大 最小 天体 系统 分别 总星系 地月系 太阳系 地月系 星系 银河系 河外星系 太阳系,地理 宇宙中的地球 地球所处的宇宙环境,地球所处的宇宙环境 地理 宇宙中的地球
° 附近 日光 城 拉萨 安装 太阳能 热水器 充分利用 太阳能 尽可能 使 一年 内 正午 太阳 光线 集 热板 保持 垂直 集 热板 地面 夹角 调整 幅度 约 ° ° ° °,地理 宇宙中的地球 地球运动的地理意义,地理 宇宙中的地球
三 等位基因 独立 遗传 情况 下 杂交 子代 中 表现型 双亲 相同 个体 占 全部 后代,生物 生物科学与社会 遗传的分子基础 基因的自由组合规律的实质及应用 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法 遗传的细胞基础,人工授精、试管婴儿等生殖技术 生物 生物性污染 生物科学与社会 遗传的分子基础 遗传的细胞基础 避孕的原理和方法
整合 创造 现代 技术 日本 经济腾飞 秘诀 上 世纪 年代 日本 奥地利 引进 纯氧 转炉 炼钢 技术 法国 引进 高炉 吹 重油 技术 德国 引进 炼钢 脱氧 技术 瑞士 引进 连续 铸钢 技术 美国 引进 带钢 轧制 技术 整合 创造 世界 第一流 钢铁 技术 闻名中外 日本 松下 彩色 电视机 多项 技术 都 是从 世界 各国 引进 整合 创造 出 彩色 电视机 却是 国家 比不上 整合 创造 现代 技术 策略 属于 辩证 思维 方法 日本 经济腾飞 秘诀 体现 上述 方法,政治 科学思维常识,政治
生活 世纪 欧洲 想 了解 东方 物产 文化 风俗 情况 应 翻阅 下面 那本书 汉谟拉 法典 马可 • 波 罗行纪 荷马史诗 俄底 浦斯 王,历史 近代史,历史
玫瑰 精油 橘皮 精油 提取 过程 中 正确 玫瑰 精油 橘皮 精油 都 可用 蒸馏 压榨 萃取 方法 提取 蒸馏 出 玫瑰 乳浊液 中 加入 作用 降低 玫瑰油 溶解度 利于 油水 分离 新鲜 橘皮 直接 压榨 出油率 最高 玫瑰 精油 橘皮 精油 都 很 强 挥发性 易溶 有机溶剂 成分 都 萜类 化合物 衍生物,生物 生物技术实践 生物工程技术,生物 生物工程技术 生物技术实践
学者 认为 全球 政治 地理 年 世界 走向 世纪 年代 三个 世界 走向 世纪 年代 六个 以上 世界 变化 理解 准确 欧洲 国际 地位 不断 上升 美国 国际 地位 持续 下降 世界 格局 呈现 多极化 趋势 世界 总 趋势 走向 紧张,历史 近代史,历史 现代史
豌豆 子叶 黄色 圆粒 种子 均 显性 纯合 黄色 圆粒 绿色 皱粒 豌豆 亲本 杂交 产生 绿色 皱粒 豌豆 杂交 表现型 比例,生物 生物科学与社会 遗传的分子基础 基因的自由组合规律的实质及应用 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法 遗传的细胞基础,人工授精、试管婴儿等生殖技术 生物 生物性污染 生物科学与社会 遗传的分子基础 遗传的细胞基础 避孕的原理和方法
世界 城市 发展 大致 分为 四个 阶段 早期 阶段 公元前 年 公元 年 中世纪 阶段 公元 年 世纪 工业革命 工业化 阶段 世纪 工业革命 世纪 年代 后 工业化 阶段 世纪 年代 以后 读 世界 我国 古代 城市 代表性 建筑 景观 图 回答 下列 问题 早期 阶段 城市 功能 主要 军事 防御 举行 祭祀 仪式 生产 功能 消费 中心,地理 人口与城市,历史
工业 联系 形成 工业集聚 现象 工业集聚 必然 形成 工业 城市,地理 生产活动与地域联系,地理 生产活动与地域联系
下列 遗传物质 说法 正确 细胞 生物 遗传物质 原核 生物 遗传物质 病毒 遗传物质 携带 遗传信息,生物 分子与细胞 组成细胞的化学元素 组成细胞的化合物,分子与细胞 生物
下列 稳态 调节 叙述 正确 神经纤维 膜 内 局部 电流 方向 兴奋 传导 方向 相反 兴奋 只能 局部 电流 形式 多个 神经元 之间 单向 传导 膝 跳 反射 反射 孤 两个 神经元 构成 生态系统 具有 保持 结构 功能 相对 稳定 能力 叫做 生态系统 稳定性,生物 稳态与环境 生态系统的营养结构 兴奋在神经元之间的传递 兴奋在神经纤维上的传导,兴奋在神经元之间的传递 兴奋在神经纤维上的传导 生物 稳态与环境
学者 认为 估计 当时 世界 上 包括 欧洲 在内 正在 盛行 君主 制度 不能不 说 美国联邦 宪法 伟大 创举 这一 伟大 创举 指 实行 政党政治 实行 联邦制 实行 民主 共和制 创立 内阁制,历史 近代史 海峡两岸关系的发展,历史 现代史
下列 人体 中枢神经 系统 叙述 错误 小 脑损伤 导致 身体 平衡 失调 人 中枢神经 系统 包括 脑 脊髓 大脑皮层 具有 躯体 感觉 区 运动 区 下丘脑 参与 神经 调节 不 参与 体液 调节,生物 稳态与环境 兴奋在神经元之间的传递 兴奋在神经纤维上的传导 神经调节和体液调节的比较,生物 稳态与环境
如图 三个 处于 分裂 期 细胞 示意图 下列 叙述 中 正确 甲 可能 丙 子 细胞 乙丙 细胞 不 可能 来自 同一个 体甲 乙丙 三个 细胞 均 含有 二个 染色体 组甲 乙丙 三个 细胞 均 含有 同源 染色体,生物 遗传与进化 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较 避孕的原理和方法 生命活动离不开细胞,人工授精、试管婴儿等生殖技术 减数分裂与有丝分裂的比较 减数分裂的概念 生命活动离不开细胞 生物 生物性污染 生物科学与社会 避孕的原理和方法
年月日 最 髙 人民法院 发布 依法 保护 狼牙山 五壮士 英雄人物 人格 权益 典型 案例 倡导 依法 保护 英雄人物 包括 去世 英雄人物 在内 所有 社会 成员 合法权益 维护 社会主义 核心 价值观 告诉 弘扬 社会主义 核心 价值观 离不开 法治 手段 我国 公民 没有 真正 学术 自由 言论自由 充分 表达 意愿 社会主义 民主 具体表现 公民 言论自由 应以 不 侵害 合法权益 前提,政治 科学社会主义常识 社会主义是中国人民的历史性选择,政治
淋巴液 叙述 错误 淋巴液 属于 细胞 外液 淋巴液 血浆 中 都 淋巴细胞 淋巴液 最终 汇入 血浆 参与 血液循环 淋巴液 中 蛋白质 含量 高于 血浆 中,生物 稳态与环境 内环境的稳态,内环境的稳态 生物 稳态与环境
蓝莓 富含 花青素 营养成分 具有 保护视力 软化 血管 增强 人体 免疫力 功能 同学 尝试 蓝莓 制作 蓝莓 果酒 蓝莓 果醋 制作 蓝莓 果酒 时 先 通气 通气 目的 发酵 时间 延长 蓝莓 果酒 会 释放 发酵液 中使 果酒 颜色 加深 检测 果酒 发酵 是否 成功 可用 观察 酵母菌 并用 检测 酒精 存在 酿制 成功 蓝莓 果酒 暴露 空气 中 会 出现 醋酸 味 是因为 醋酸 菌 细菌 温度 高且 情况 下 醋酸 菌 乙醇 变成 醋酸 酿制 蓝莓 果酒 时 并不需要 蓝莓 进行 严格 清毒 处理 是因为 发酵液 中 绝大多数 微生物 无法 适应 这一 环境 受 抑制 鉴定 蓝莓 果醋 是否 酿制 成功 通过观察 酒膜 尝 溴 之外 还 检测 比较 作 进一步 鉴定,生物 生物技术实践 生物工程技术,生物 生物工程技术 生物技术实践
植物体 细胞 杂交 动物细胞 工程 中 所用 技术 方法 原理 不 相符 紫草 细胞培养 杂交瘤 细胞 培养 ﹣ ﹣ 细胞 增殖 植物 组织培养 制备 单克隆 抗体 ﹣ ﹣ 细胞 全能性 原生质 体 融合 动物 细胞融合 ﹣ ﹣ 细胞膜 流动性 纤维素酶 果胶酶 处理 植物 细胞壁 ﹣ ﹣ 酶 专一性,生物 现代生物技术专题 培养基与无菌技术 生物技术在其他方面的应用,培养基与无菌技术 生物 生物技术在其他方面的应用
蜜蜂 一种 群聚 益虫 蜜蜂 筑巢 语言 采粉 酿蜜 都 引起 人们 极大 兴趣 蜜蜂 侦查 蜂 发现 蜜源 后 回到 蜂窝 内 特殊 语言 传达 同伴 侦查 蜂 跳 圆形 舞则 表明 蜜源 距离 很近 百米 之内 这种 信息 蜜蜂 很多 植物 花朵 上 采集 花粉 植物 传粉 这种 关系 生态学 上 包含 种间 互助 蜜蜂 发现 蜜源 有人 以下 方面 进行 探究 实验 材料 蜜蜂 只朵 常见 蜜源 黄色 瓣 植物 花朵 白纸 剪刀 染料 无色 蜜源 味道 相同 制剂 实验设计 见表 组别 假设 操作步骤 预测 结论 花 味道 识别 花 颜色 识别 花 外形 识别 第组 模拟 花 味道 颜色 外形 方面 要求 组 模拟 花 摆在 蜂箱 周围 进行 实验 时应 注意 问题 每组 实验 测量 指标,生物 稳态与环境 生态系统的营养结构,生物 稳态与环境
下列 三个 氨基酸 分子 脱水 缩合 形成 化合物 中 含有 羧基 肽键 数 分别,生物 分子与细胞 蛋白质的合成 组成细胞的化学元素 组成细胞的化合物,分子与细胞 生物 组成细胞的化合物 组成细胞的化学元素
农业 投入 要素 自然 人文 两类 归纳 同属 一类 化肥 技术 机械 农药 劳动 降水 化肥 机械 劳动 土地 光照 降水 土地 灌溉 化肥 种子 降水 劳动 土地 资本,地理 生产活动与地域联系 农业区位因素,地理 生产活动与地域联系
灰兔 白兔 杂交 全是 灰 兔 雌雄 个体 相互 交配 中有 灰兔 黑兔 白兔 比例 ∶ ∶ 家兔 毛色 受 一对 等位基因 控制 灰兔 中能 稳定 遗传 个体 占灰兔 基因型 有种 产生 比例 相等 配子 中黑 兔 白兔 交配 后代 出现 白兔 几率,生物 遗传与进化 遗传的分子基础 基因的自由组合规律的实质及应用 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法 遗传的细胞基础,人工授精、试管婴儿等生殖技术 生物 生物性污染 生物科学与社会 遗传的分子基础 遗传的细胞基础 避孕的原理和方法
下列 亚里士多德 评价 正确 哲学 认识 是从 批判 苏格拉底 伦理道德 问题 最大 哲学 贡献 创立 逻辑学 使 哲学 真正 成为 一门 研究 人 学问 使 哲学 真正 成为 一门 独立 学科,历史 近代史,历史
人们 苏云金 芽孢 杆菌 中 抗虫 基因 导入 棉花 细胞 中 培育 成为 抗虫棉 过程 中 利用 主要 原理 基因突变 基因 重组 基因工程 染色体 变异,生物 生物技术实践 复等位基因 生物技术在其他方面的应用 基因工程的原理及技术 基因工程的概念,基因工程的原理及技术 基因工程的概念 复等位基因 生物 生物技术在其他方面的应用
十二五 规划 中国 勾画出 未来 五年 发展 蓝图 受到 各界 瞩目 阅读 材料 回答 下列 问题 材料 国家 发展 改革 委员会 正 组织 力量 编制 十二五 规划 纲要 开展 主题 为共绘 蓝图 十二五 规划 建言献策 活动 社会各界 踊跃 提意见 谈 建议 编制 好 十二五 规划 纲要 出谋划策 注 居民 消费率 指 居民消费 占 比重 经济 合作 发展 组织 包括 几乎 所有 发达国家 材料 三 我国 经济 持续 快速 发展 居民收入 不断 提高 收入 分配 中 出现 问题 年 城乡居民 收入 之差 倍 年 达到 倍 年 我国 行业 最高 人均 工资水平 行业 最低 人均 工资水平 倍 年 已 增至 倍 国际 上 公认 行业 间 收入 差距 合理 水平 倍 左右 年 西部 贵州 东部 浙江 人均 之比为 材料 四 当前 受 国际 金融危机 深层次 影响 世界 经济 缓慢 增长 全球 需求 结构 明显 变化 我国 稳定 拓展 外需 形成 新 压力 我国 人口众多 地域 辽阔 内需 潜力 巨大 促进 我国 长期 平稳 快 发展 最大 优势 经济 结构 不合理 我国 经济 发展 方式 存在 诸多 问题 主要 症结所在 扩大内需 转 方式 调 结构 重要 任务 十二五 时期 我国 坚持 扩大内需 战略 扩大 消费 需求 扩大内需 战略重点 注重 发挥 投资 消费 协调 拉动 作用 运用 政治 生活 相关 知识 说明 公民 积极参与 主题 活动 政治 意义 材料 二 反映 经济 问题 材料 二 材料 三有 内在 经济 联系 利用 财政 税收 解决 材料 三中 出现 问题 结合 材料 四 说明 我国 坚持 扩大内需 战略 哲学 依据,政治 公民道德与伦理常识 社会主义市场经济的伦理要求,公民道德与伦理常识 政治 社会主义市场经济的伦理要求
